IHBAS-CPCB,Shadipur-CPCB,RK-Puram-DPCC,NSIT-Dwarka-CPCB
-0.24,-0.24,0.0,0.0
-0.23,-0.22,0.0,0.03
-0.23,-0.23,0.0,0.07
-0.24,-0.25,0.0,0.13
-0.24,-0.26,0.0,0.13
-0.25,-0.26,0.0,0.02
-0.25,-0.26,0.0,-0.14
-0.24,-0.26,0.0,-0.49
-0.23,-0.25,0.0,-0.6
-0.22,-0.26,0.0,-0.6
-0.21,-0.26,0.0,-0.6
-0.2,-0.26,0.0,-0.57
-0.2,-0.25,0.0,-0.48
-0.19,-0.26,0.0,-0.23
-0.19,-0.24,0.0,-0.11
-0.2,-0.26,0.0,-0.04
-0.21,-0.25,0.0,-0.14
-0.22,-0.26,0.0,-0.44
-0.12,-0.28,0.0,0.08
-0.21,-0.28,0.0,0.08
-0.2,-0.3,0.023,0.05
-0.19,-0.29,0.0,0.02
-0.2,-0.31,0.0,0.03
-0.2,-0.29,0.0,0.04
-0.21,-0.31,0.0,0.05
-0.21,-0.29,0.0,0.07
-0.21,-0.29,0.0,0.11
-0.21,-0.26,0.0,0.13
-0.21,-0.27,0.0,0.14
-0.05,-0.26,0.0,0.15
0.02,-0.27,0.0,0.14
0.03,-0.26,0.0,0.16
0.03,-0.26,0.0,0.13
0.03,-0.25,0.0,0.13
0.03,-0.25,0.0,0.04
0.03,-0.25,0.0,-0.28
0.03,-0.25,0.0,-0.52
0.03,-0.25,0.0,-0.58
0.03,-0.24,0.0,-0.58
0.03,-0.25,0.0,-0.59
0.03,-0.24,0.0,-0.58
0.03,-0.26,0.0,-0.17
0.01,-0.26,0.0,0.09
-0.06,-0.28,0.0071428571428571435,0.04
0.03,-0.26,0.046,0.01
0.04,-0.29,0.0,-0.01
0.04,-0.29,0.0,-0.03
0.03,-0.29,0.0,-0.04
0.02,-0.31,0.0,0.05
0.02,-0.29,0.0,0.09
0.02,-0.28,0.0,0.12
0.02,-0.26,0.0,0.16
0.02,-0.27,0.0,0.18
0.02,-0.25,0.0,0.11
0.02,-0.27,0.0,0.03
0.02,-0.25,0.0,0.03
0.02,-0.26,0.0,0.04
0.02,-0.25,0.0,-0.06
0.02,-0.25,0.0,-0.16
0.02,-0.25,0.0,-0.15
0.02,-0.25,0.0,-0.17
0.02,-0.24,0.0,-0.19
0.02,-0.24,0.0,-0.21
0.02,-0.24,0.0,-0.18
0.02,-0.2,0.0,-0.17
0.02,-0.19,0.0,0.07
0.04,-0.2,0.0,0.15
0.16,-0.21,0.005555555555555556,0.12
0.17,-0.21,0.032857142857142856,0.08
0.17,-0.23,0.0,0.06
0.17,-0.22,0.0,0.06
0.16,-0.24,0.0,0.07
0.15,-0.22,0.0,0.08
0.15,-0.23,0.0,0.1
0.15,-0.2,0.0,0.15
0.16,-0.21,0.0,0.16
0.16,-0.19,0.0,-0.01
0.16,-0.2,0.0,-0.12
0.16,-0.19,0.0,-0.14
0.16,-0.2,0.0,-0.17
0.16,-0.18,0.0,-0.18
0.16,-0.19,0.0,-0.2
0.16,-0.18,0.0,-0.21
0.16,-0.18,0.0,-0.21
0.16,-0.17,0.0,-0.21
0.16,-0.17,0.0,-0.23
0.16,-0.17,0.0,-0.24
0.16,-0.03,0.0,-0.01
0.16,-0.04,0.0,-0.02
0.16,-0.04,0.0,-0.41
0.16,-0.08,0.0,-0.02
0.17,-0.04,0.0,0.1
0.25,-0.1,0.03,0.06
0.25,-0.08,0.0,0.04
0.25,-0.24,0.003333333333333333,0.04
0.25,-0.25,0.0,0.06
0.24,-0.27,0.002727272727272727,0.07
0.24,-0.24,0.0,0.1
0.25,-0.25,0.0,0.16
0.25,-0.21,0.0,0.19
0.25,-0.22,0.0,0.19
0.25,-0.21,0.0,0.15
0.25,-0.22,0.0,0.05
0.25,-0.2,0.0,-0.06
0.25,-0.21,0.0,-0.16
0.25,-0.2,0.0,-0.21
0.25,-0.21,0.0,-0.23
0.25,-0.2,0.0,-0.24
0.25,-0.2,0.0,-0.25
0.25,-0.2,0.0,-0.26
0.25,-0.19,0.0,-0.24
0.25,-0.2,0.0,-0.24
0.25,-0.15,0.0,-0.31
0.25,-0.16,0.0,-0.2
0.25,-0.16,0.0,0.15
0.25,-0.18,0.0,0.1
0.25,-0.17,0.004285714285714286,0.07
0.25,-0.21,0.0,0.05
0.25,-0.19,0.0,0.06
0.25,-0.23,0.0,0.07
0.24,-0.27,0.0,0.09000000000000001
0.24,-0.28,0.0,0.10538461538461541
0.24,-0.26,0.0,0.13384615384615384
0.24,-0.26,0.0,0.15384615384615385
0.24,-0.24,0.0,0.18
0.24,-0.25,0.0,0.17
0.24,-0.24,0.0,0.16
0.24,-0.26,0.0,0.16
0.24,-0.24,0.0,0.12
0.24,-0.24,0.0,-0.03
0.24,-0.24,0.0,-0.15
0.24,-0.24,0.0,-0.22
0.25,-0.23,0.0,-0.25
0.25,-0.23,0.0,-0.26
0.25,-0.24,0.0,-0.3
0.25,-0.23,0.0,-0.26
0.25,-0.24,0.0,-0.31
0.25,-0.23,0.0,-0.24
0.25,-0.25,0.0,0.16
0.25,-0.25,0.0,0.13
0.25,-0.27,0.03,0.1
0.26,-0.26,0.0,0.08
0.25,-0.29,0.0,0.06
0.25,-0.28,0.0,0.06
0.24,-0.29,0.0,0.07
0.24,-0.27,0.0,0.1
0.24,-0.27,0.0,0.14
0.24,-0.25,0.0,0.17
0.25,-0.26,0.0,0.17
0.25,-0.25,0.0,0.18
0.25,-0.26,0.0,0.18
0.25,-0.25,0.0,0.19
0.25,-0.24,0.0,0.2
0.25,-0.07,0.0,0.2
0.25,-0.05,0.0,0.21
0.25,-0.04,0.0,0.2
0.25,-0.04,0.0,0.09
0.25,-0.05,0.0,-0.03
0.25,-0.03,0.0,-0.1
0.25,-0.04,0.0,-0.11
0.25,-0.01,0.0,-0.04
0.25,0.01,0.0,0.21
0.25,0.06,0.0,0.17
0.25,0.01,0.0,0.13
0.25,-0.03,0.036,0.09
0.25,-0.11,0.0,0.08
0.25,-0.08,0.0,0.09
0.25,-0.11,0.0,0.1
0.24,-0.07,0.0,0.1
0.24,-0.08,0.0,0.11
0.24,-0.03,0.0,0.15
0.25,-0.05,0.0,0.19
0.25,-0.01,0.0,0.19
0.25,-0.02,0.0,0.13
0.25,0.0,0.0,0.08
0.25,0.0,0.0,0.06
0.25,0.01,0.0,0.04
0.25,-0.01,0.0,-0.06
0.25,0.0,0.0,-0.2
0.25,0.0,0.0,-0.2
0.25,-0.01,0.0,-0.18
0.25,0.01,0.0,-0.17
0.25,-0.02,0.0,-0.16
0.25,-0.05,0.0,-0.14
0.25,-0.03,0.0,-0.11
0.165,0.07,0.0,0.19
0.14857142857142858,0.02,0.0,0.17
0.13285714285714287,0.01,0.0,0.13
0.05,-0.03,0.03,0.1
0.04,-0.01,0.0,0.08
0.04,-0.04,0.0,0.08
0.03,0.0,0.0,0.09
0.03,-0.08,0.0,0.1
0.02,-0.05,0.0,0.11
0.03,0.0,0.0,0.17
0.03,0.07,0.0,0.21
0.03,0.05,0.0,0.19
0.03,0.09,0.0,0.03
0.03,0.05,0.0,-0.23
0.04,0.09,0.0,-0.26
0.04,0.07,0.0,-0.36
0.04,0.1,0.0,-0.33
0.04,0.07,0.0,-0.26
0.05,0.09,0.0,-0.3
0.05,0.08,0.0,-0.33
0.06,0.01,0.0,-0.32
0.06,0.01,0.0,-0.28
0.06,-0.04,0.0,-0.31
0.06,0.02,0.0,-0.36
0.06,-0.03,0.0,-0.43
0.05,-0.01,0.0,0.15
0.05,0.03,0.0,0.12
0.05,0.03,0.15,0.06
0.06,0.05,0.0,0.05
0.06,0.01,0.01875,0.06
0.05,0.02,0.01875,0.08
0.05,-0.05,0.013636363636363636,0.09
0.05,-0.04,0.0,0.11
0.05,-0.06,0.0,0.16
0.05,0.0,0.0,0.21
0.05,-0.03,0.0,0.21
0.05,0.01,0.0,0.19
0.05,-0.02,0.0,0.07
0.06,0.0,0.0,-0.05
0.06,-0.02,0.0,-0.15
0.06,0.0,0.0,-0.23
0.06,-0.01,0.0,-0.24
0.06,0.0,0.0,-0.23
0.06,-0.01,0.0,-0.23
0.06,-0.02,0.0,-0.22
0.06,0.01,0.0,-0.18
0.06,-0.01,0.0,-0.16
0.06,0.04,0.0,-0.15
0.06,0.03,0.0,0.03
0.06,0.04,0.0,0.19
0.06,0.0,0.0,0.16
0.06,-0.01,0.01875,0.14
0.06,0.0,0.0,0.13
0.06,-0.02,0.0,0.12
0.06,-0.01,0.0,0.11
0.05,-0.03,0.0,0.11
0.05,-0.01,0.0,0.13
0.06,-0.03,0.0,0.16
0.06,0.0,0.0,0.01
0.06,-0.03,0.0,-0.18
0.06,0.01,0.0,-0.23
0.06,-0.02,0.0,-0.23
0.06,0.0,0.0,-0.27
0.06,-0.01,0.0,-0.28
0.06,0.04,0.0,-0.34
0.06,0.09,0.0,-0.3
0.06,0.08,0.0,-0.28
0.06,0.09,0.0,-0.28
0.06,0.08,0.0,-0.32
0.06,0.06,0.0,-0.3
0.06,0.0,0.0,-0.29
0.06,0.07,0.0,-0.39
0.06,0.06,0.0,-0.38
0.06,0.08,0.0,0.09
0.06,-0.09,0.0,0.13
0.06,-0.2,0.01875,0.09
0.06,-0.19,0.0,0.07
0.06,-0.22,0.0,0.07
0.06,-0.2,0.0,0.08
0.05,-0.22,0.0,0.09
0.05,-0.19,0.0,0.1
0.06,-0.2,0.0,0.17
0.06,-0.14,0.0,0.19
0.06,-0.12,0.0,0.07
0.06,-0.09,0.0,-0.11
0.06,-0.1,0.0,-0.27
0.06,-0.08,0.0,-0.36
0.06,-0.09,0.0,-0.36
0.06,-0.05,0.0,-0.42
0.07,-0.04,0.0,-0.43
0.07,-0.03,0.0,-0.35
0.07,-0.03,0.0,-0.12
0.07,-0.04,0.0,0.02
0.07,-0.03,0.0,0.08
0.07,-0.03,0.0,0.07
0.07,0.07,0.0,-0.05
0.07,0.07,0.0,-0.52
0.07,0.08,0.0,-0.12
0.07,0.04,0.0,0.14
0.07,0.07,0.015,0.11
0.07,0.03,0.0,0.08
0.07,0.06,0.0,0.08
0.07,0.02,0.0,0.08
0.06,0.05,0.0,0.08
0.06,0.02,0.0,0.11
0.06,0.06,0.0,0.17
0.07,0.05,0.0,0.14
0.07,0.08,0.0,-0.11
0.07,0.06,0.0,-0.28
0.07,0.09,0.0,-0.33
0.07,0.07,0.0,-0.32
0.07,0.06,0.0,-0.34
0.07,0.06,0.0,-0.33
0.07,0.06,0.0,-0.36
0.07,0.07,0.0,-0.42
0.07,0.07,0.0,-0.41
0.07,0.08,0.0,-0.42
0.07,0.07,0.0,-0.44
0.07,0.1,0.0,-0.44
0.07,0.08,0.0,-0.49
0.07,0.1,0.0,-0.35
0.07,0.06,0.0,0.15
0.07,0.08,0.0,0.13
0.07,0.04,0.0,0.1
0.07,0.06,0.013333333333333334,0.08
0.07,0.03,0.03,0.09
0.07,0.05,0.01,0.09
0.06,0.03,0.0,0.1
0.06,0.07,0.0,0.11
0.06,0.04,0.0,0.17
0.07,0.08,0.0,0.14
0.07,0.06,0.0,-0.1
0.07,0.08,0.0,-0.2
0.07,0.08,0.0,-0.22
0.07,0.08,0.0,-0.23
0.07,0.05,0.0,-0.25
0.07,0.05,0.0,-0.26
0.07,0.05,0.0,-0.26
0.07,0.05,0.0,-0.25
0.07,0.07,0.0,-0.25
0.07,0.05,0.0,-0.25
0.07,0.07,0.0,-0.3
0.07,0.04,0.0,-0.33
0.07,0.07,0.0,-0.38
0.07,0.04,0.0,-0.53
0.07,0.04,0.0,-0.37
0.07,-0.06,0.0,0.13
0.07,-0.04,0.0,0.12
0.07,-0.07,0.031111111111111114,0.11
0.07,-0.05,0.022222222222222223,0.1
0.07,-0.07,0.011111111111111112,0.1
0.06,-0.02,0.0,0.1
0.06,-0.03,0.0,0.09
0.07,-0.02,0.0,0.13
0.07,-0.02,0.0,-0.26
0.07,0.0,0.0,-0.55
0.07,-0.01,0.0,-0.53
0.07,0.0,0.0,-0.52
0.07,0.01,0.0,-0.49
0.07,-0.01,0.0,-0.48
0.07,0.02,0.0,-0.43
0.07,0.0,0.0,-0.4
0.07,0.03,0.0,-0.4
0.07,0.0,0.0,-0.39
0.07,0.03,0.0,-0.38
0.07,0.0,0.0,-0.41
0.07,0.03,0.0,-0.47
0.07,0.05,0.0,-0.51
0.07,0.1,0.0,-0.54
0.07,0.06,0.0,-0.36
0.07,0.07,0.0,-0.09
0.11,0.05,0.0,0.08
0.07,0.07,0.031000000000000007,0.07
0.07,0.05,0.030000000000000006,0.07
0.06,0.06,0.01,0.07
0.06,0.05,0.0,0.09
0.06,0.06,0.0,0.13
0.07,0.07,0.0,0.14
0.07,0.06,0.0,-0.18
0.07,0.07,0.0,-0.56
0.07,0.07,0.0,-0.55
0.07,0.08,0.0,-0.53
0.07,0.04,0.0,-0.5
0.07,0.07,0.0,-0.46
0.07,0.04,0.0,-0.41
0.07,0.06,0.0,-0.38
0.07,0.04,0.0,-0.36
0.08,0.08,0.0,-0.36
0.08,0.04,0.0,-0.35
0.08,0.1,0.0,-0.34
0.08,0.08,0.0,-0.33
0.08,0.11,0.0,-0.38
0.07,0.08,0.0,-0.52
0.07,0.09,0.0,-0.57
0.06,-0.05,0.0,0.1
0.06,-0.12,0.0,0.08
0.06,-0.13,0.08,0.05
0.06,-0.14,0.15,0.02
0.05,-0.14,0.05,0.02
0.04,-0.14,0.0,0.02
0.04,-0.13,0.0,0.07
0.05,-0.12,0.0,0.12
0.05,-0.09,0.0,0.03
0.06,-0.09,0.0,-0.01
0.06,-0.08,0.0,-0.31
0.06,-0.09,0.0,-0.55
0.06,-0.07,0.0,-0.57
0.06,-0.1,0.0,-0.56
0.07,-0.06,0.0,-0.55
0.08,-0.09,0.0,-0.55
0.08,-0.06,0.0,-0.54
0.08,-0.08,0.0,-0.53
0.08,-0.06,0.0,-0.51
0.07,-0.07,0.0,-0.48
0.07,-0.03,0.0,-0.46
0.07,-0.03,0.0,-0.53
0.06,-0.01,0.0,-0.52
0.05,-0.04,0.0,-0.25
0.05,-0.03,0.15,0.06
0.05,-0.03,0.12,0.02
0.05,-0.04,0.2,0.02
0.06,-0.03,0.05,0.03
0.04,-0.04,0.05,0.03
0.03,-0.04,0.0,0.04
0.03,-0.05,0.0,0.05
0.04,-0.01,0.0,0.1
0.05,0.05,0.0,0.14
0.06,0.08,0.0,0.04
0.06,0.06,0.0,-0.42
0.06,0.1,0.0,-0.65
0.06,0.07,0.0,-0.64
0.06,0.11,0.0,-0.65
0.07,0.07,0.0,-0.65
0.07,0.11,0.0,-0.65
0.07,0.08,0.0,-0.65
0.07,0.11,0.0,-0.63
0.07,0.08,0.0,-0.61
0.07,0.1,0.0,-0.55
0.07,0.08,0.0,-0.5
0.07,0.1,0.0,-0.52
0.05,0.07,0.0,-0.62
0.05,0.06,0.0,-0.54
0.05,0.05,0.0,0.02
0.06,0.04,0.05,0.01
0.06,0.04,0.03,0.01
0.06,0.03,0.1,0.01
0.04,0.04,0.0,0.02
0.03,0.04,0.0,0.04
0.04,0.06,0.0,0.06
0.05,0.04,0.0,0.1
0.06,0.07,0.0,0.11
0.06,0.05,0.0,0.02
0.06,0.09,0.0,-0.22
0.06,0.05,0.0,-0.58
0.07,0.08,0.0,-0.6
0.08,0.06,0.0,-0.59
0.08,0.09,0.0,-0.59
0.08,0.05,0.0,-0.64
0.08,0.08,0.0,-0.64
0.08,0.06,0.0,-0.32
0.08,0.09,0.0,-0.1
0.08,0.07,0.0,-0.07
0.08,0.09,0.0,-0.12
0.08,0.09,0.0,-0.13
0.06,0.09,0.0,-0.1
0.05,0.07,0.041666666666666664,0.31
0.06,0.06,0.07272727272727274,0.05
0.06,0.06,0.07,0.02
0.07,0.04,0.08000000000000002,0.01
0.06,0.05,0.07,0.02
0.05,0.03,0.0,0.03
0.04,-0.05,0.010833333333333334,0.03
0.03,-0.13,0.0,0.05
0.04,-0.11,0.0,0.11
0.04,-0.11,0.0,0.13
0.05,-0.08,0.0,0.12
0.04,-0.11,0.0,0.06
0.05,-0.08,0.0,-0.13
0.05,-0.1,0.0,-0.35
0.06,-0.08,0.0,-0.42
0.07,-0.1,0.0,-0.42
0.07,-0.07,0.0,-0.42
0.06,-0.09,0.0,-0.44
0.05,-0.08,0.0,-0.44
0.06,-0.09,0.0,-0.4
0.06,-0.08,0.0,-0.4
0.06,-0.07,0.0,-0.39
0.07,-0.03,0.0,-0.42
0.06,0.0,0.0,-0.54
0.05,-0.02,0.0,-0.56
0.05,-0.04,0.0,0.06
0.05,-0.09,0.0,0.05
0.05,-0.08,0.0,0.03
0.04,-0.1,0.04230769230769231,0.02
0.03,-0.09,0.022142857142857148,0.02
0.03,-0.11,0.0,0.03
0.05,-0.08,0.0,0.07
0.06,-0.11,0.0,0.12
0.06,-0.08,0.0,0.12
0.06,-0.11,0.0,-0.01
0.07,-0.06,0.0,-0.29
0.07,-0.08,0.0,-0.51
0.09,-0.06,0.0,-0.57
0.09,-0.08,0.0,-0.57
0.1,-0.06,0.0,-0.61
0.09,-0.07,0.0,-0.65
0.09,-0.06,0.0,-0.65
0.09,-0.07,0.0,-0.67
0.1,-0.07,0.0,-0.66
0.08,-0.06,0.0,-0.64
0.09,-0.07,0.0,-0.63
0.09,-0.02,0.0,-0.6
0.08,-0.05,0.15,-0.11
0.08,-0.03,0.15,0.11
0.07,-0.05,0.25,0.08
0.07,-0.04,0.3,0.02
0.07,-0.07,0.32,0.04
0.08,-0.05,0.25,0.02
0.07,-0.11,0.23,0.05
0.06,-0.09,0.1,-0.25
0.07,-0.14,0.0,-0.56
0.08,-0.1,0.17,-0.57
0.08,-0.11,0.3,-0.6
0.08,-0.09,0.08,-0.62
0.08,-0.12,0.12,-0.63
0.08,-0.09,0.15,-0.64
0.09,-0.12,0.05,-0.65
0.09,-0.09,0.08,-0.65
0.09,-0.11,0.03,-0.65
0.09,-0.09,0.15,-0.64
0.09,-0.1,0.12,-0.63
0.09,-0.1,0.08,-0.62
0.09,-0.09,0.0,-0.61
0.09,-0.1,0.0,-0.56
0.09,-0.1,0.0,-0.48
0.08,0.01,0.1,-0.2
0.09,0.04,0.25,0.11
0.08,0.04,0.35,0.11
0.09,0.05,0.4,0.09
0.09,0.03,0.3,0.11
0.09,0.01,0.25,0.13
0.09,0.03,0.15,0.12
0.08,0.03,0.03,0.12
0.07,0.03,0.03,0.13
0.07,0.03,0.0,0.13
0.07,0.05,0.039375,0.12
0.08,0.04,0.0,0.07
0.09,0.06,0.0,-0.07
0.09,0.05,0.0,-0.12
0.09,0.03,0.0,-0.14
0.09,-0.02,0.0,-0.14899999999999997
0.08,0.02,0.0,-0.2088888888888889
0.07,-0.01,0.0,-0.29375
0.09,0.03,0.0,-0.394
0.07,0.0,0.0,-0.4650000000000001
0.07,0.02,0.0,-0.5766666666666667
0.07,0.0,0.0,-0.39499999999999996
0.08,0.02,0.0,-0.278
0.07,0.02,0.0,-0.19833333333333333
0.07,0.11,0.0,-0.11571428571428569
0.07,0.09,0.0,-0.013333333333333334
0.07,0.08,0.05,0.09
0.08,0.07,0.08125,0.12
0.08,0.06,0.075,0.1
0.09,0.04,0.08142857142857143,0.1
0.09,0.03,0.06666666666666667,0.12
0.07,0.04,0.037142857142857144,0.12
0.06,0.03,0.013000000000000001,0.12
0.06,0.06,0.0,0.15
0.06,0.01,0.0,0.17
0.06,0.08,0.0,0.18
0.07,0.06,0.0,0.09
0.07,0.02,0.0,-0.02
0.07,-0.06,0.0,-0.17
0.07,-0.03,0.0,-0.066
0.07,-0.05,0.0,-0.12444444444444443
0.07,-0.03,0.0,-0.22
0.07,-0.05,0.0,-0.37
0.07,-0.04,0.0,-0.48333333333333334
0.07,-0.05,0.0,-0.645
0.07,-0.03,0.0,-0.43
0.08,-0.04,0.0,-0.27
0.08,-0.04,0.0,-0.174
0.07,0.05,0.0,-0.07500000000000001
0.07,0.07,0.0,0.04625
0.04,0.06,0.0,-0.02
0.03,0.03,0.05909090909090909,0.14
0.04,0.05,0.06,0.12
0.04,0.02,0.06333333333333334,0.11
0.04,0.04,0.044444444444444446,0.13
0.03,0.02,0.0,0.14
0.02,0.05,0.0,0.14
0.02,0.03,0.0,0.16
0.02,0.04,0.0,0.18
0.02,0.01,0.0,0.21
0.02,0.06,0.0,0.2
0.02,0.03,0.0,0.18
0.02,0.06,0.0,0.16
0.03,0.03,0.0,0.14
0.04,0.07,0.0,0.07
0.04,0.05,0.0,-0.14
0.04,0.06,0.0,-0.05857142857142857
0.04,0.05,0.0,-0.07999999999999999
0.04,0.06,0.0,-0.1375
0.04,0.06,0.0,-0.14750000000000002
0.04,0.07,0.0,-0.11750000000000002
0.04,0.07,0.0,-0.0325
0.04,0.07,0.0,0.054000000000000006
0.04,0.09,0.0,0.05625
0.03,0.05,0.0,0.09
0.02,0.06,0.0,0.14
0.03,0.03,0.0,0.12
0.02,0.08,0.027777777777777776,0.12
0.0,0.04,0.016666666666666666,0.12
-0.01,0.07,0.003,0.13
-0.02,0.04,0.0,0.14
-0.02,0.08,0.0,0.17
-0.02,0.05,0.0,0.2
-0.01,0.09,0.0,0.22
-0.01,0.06,0.0,0.22
-0.01,0.09,0.0,0.22
-0.01,0.06,0.0,0.16
-0.01,-0.01,0.0,0.08
-0.01,-0.02,0.0,-0.05
-0.01,-0.01,0.0,-0.2
0.0,-0.01,0.0,0.0050000000000000044
-0.01,-0.01,0.0,-0.0025000000000000022
-0.01,-0.01,0.0,-0.07
0.0,-0.01,0.0,-0.049999999999999996
0.0,0.0,0.0,0.0075
0.0,0.0,0.0,0.095
0.0,0.05,0.0,0.10200000000000001
0.0,0.08,0.0,-0.11
0.0,0.11,0.0,0.16
0.0,0.06,0.0,0.18
0.0,0.05,0.0,0.15
0.0,0.07,0.0,0.13
0.0,0.06,0.0,0.14
-0.01,0.03,0.0,0.14
-0.03,0.06,0.0,0.15
-0.03,0.04,0.0,0.16
-0.03,0.07,0.0,0.19
-0.02,-0.02,0.0,0.21
-0.02,0.02,0.0,0.21
-0.02,-0.02,0.0,0.18
-0.01,0.01,0.0,0.12
-0.01,0.01,0.0,0.09
-0.01,0.03,0.0,0.0
-0.01,0.01,0.0,-0.06
0.0,0.03,0.0,0.025000000000000005
0.0,0.02,0.0,0.0375
-0.01,0.03,0.0,0.01
-0.01,0.03,0.0,-0.02333333333333333
-0.01,0.03,0.0,0.03333333333333334
-0.01,0.04,0.0,0.10333333333333333
-0.01,0.04,0.0,0.1125
-0.01,0.05,0.0,0.049999999999999996
-0.01,0.03,0.0,-0.01
-0.01,0.03,0.0,0.17
-0.01,0.01,0.015,0.15
0.0,0.01,0.004285714285714286,0.14
-0.01,0.0,0.0,0.15
-0.02,0.02,0.0,0.16
-0.03,-0.02,0.002727272727272727,0.17
-0.04,0.02,0.0,0.18
-0.03,0.0,0.0,0.21
-0.03,0.04,0.0,0.24
-0.02,0.02,0.0,0.25
-0.02,0.06,0.0,0.23
-0.02,0.02,0.0,0.19
-0.02,0.04,0.0,0.12
-0.02,0.03,0.0,0.01
-0.01,0.05,0.0,-0.11
-0.01,0.09,0.0,-0.18
-0.01,0.1,0.0,0.006000000000000005
-0.01,0.1,0.0,-0.06
-0.01,0.1,0.0,-0.05600000000000001
-0.01,0.11,0.0,-0.03
-0.01,0.1,0.0,0.03833333333333333
-0.01,0.12,0.0,0.105
-0.01,0.09,0.0,-0.14
-0.02,0.11,0.0,0.14
-0.01,0.06,0.013636363636363636,0.18
-0.01,0.08,0.024,0.15
-0.02,0.04,0.02,0.14
-0.02,0.07,0.011111111111111112,0.14
-0.02,-0.04,0.0,0.15
-0.04,-0.09,0.0,0.15
-0.04,-0.11,0.0,0.17
-0.04,-0.08,0.0,0.21
-0.03,-0.08,0.0,0.24
-0.02,-0.07,0.0,0.25
-0.01,-0.08,0.0,0.26
-0.01,-0.08,0.0,0.23
0.0,-0.08,0.0,0.12
-0.01,-0.07,0.0,-0.02
0.0,0.08,0.0,-0.16
0.0,-0.03,0.0,0.022857142857142857
-0.01,-0.03,0.0,0.01399999999999999
-0.01,-0.04,0.0,-0.020000000000000004
-0.01,-0.02,0.0,-0.04
-0.01,-0.04,0.0,-0.0025000000000000022
0.0,0.0,0.0,0.1075
-0.01,0.02,0.0,0.128
-0.02,0.05,0.0,0.05666666666666667
-0.03,-0.01,0.0,0.06
-0.03,0.02,0.0,0.16
0.01,-0.02,0.0,0.13
0.02,0.0,0.0,0.13
0.03,-0.03,0.0,0.13
0.01,-0.01,0.0,0.14
0.01,-0.02,0.0,0.14
0.02,-0.01,0.0,0.15
0.02,-0.02,0.0,0.22
0.04,-0.05,0.0,0.26
0.03,-0.05,0.0,0.26
0.03,-0.05,0.0,0.24
0.04,-0.04,0.0,0.19
0.04,0.07,0.0,0.08
0.04,0.09,0.0,-0.07
0.04,0.06,0.0,-0.18
0.04,0.01,0.0,-0.001428571428571426
0.04,-0.03,0.0,-0.015999999999999997
0.04,0.01,0.0,-0.056666666666666664
0.04,-0.02,0.0,-0.03333333333333333
0.04,0.01,0.0,0.012499999999999997
0.04,-0.02,0.0,0.1225
0.04,0.01,0.0,0.136
0.04,-0.01,0.0,0.08
0.03,0.0,0.0,0.15
0.02,-0.03,0.0,0.15
0.02,-0.03,0.12,0.11
0.02,-0.05,0.03,0.11
0.02,-0.08,0.0,0.11
0.02,-0.15,0.0,0.12
0.02,-0.16,0.03,0.15
0.03,-0.16,0.0,0.17
0.03,-0.15,0.0,0.19
0.03,-0.14,0.0,0.19
0.04,-0.15,0.0,0.21
0.05,-0.14,0.0,0.11
0.05,-0.15,0.0,-0.13
0.05,-0.13,0.0,0.08199999999999999
0.05,-0.15,0.0,0.04
0.05,-0.13,0.0,-0.053750000000000006
0.05,-0.15,0.0,-0.04666666666666667
0.05,-0.12,0.0,-0.012000000000000002
0.05,-0.15,0.0,0.08249999999999999
0.05,-0.12,0.0,0.10400000000000001
0.05,-0.15,0.0,-0.07
0.05,-0.14,0.0,0.08
0.05,-0.15,0.0,0.16
0.05,-0.15,0.0,0.16
0.05,-0.17,0.05,0.19
0.04,-0.17,0.15,0.15
0.03,-0.18,0.12,0.14
0.03,-0.18,0.15,0.13
0.03,-0.19,0.1,0.14
0.03,-0.19,0.0,0.14
0.03,-0.19,0.0,0.15
0.03,-0.18,0.0,0.18
0.04,-0.18,0.0,0.2
0.04,-0.16,0.0,0.2
0.04,-0.15,0.0,0.2
0.04,-0.16,0.0,0.2
0.04,-0.14,0.0,0.17
0.04,-0.16,0.0,0.07
0.04,-0.13,0.0,0.02
0.04,-0.1,0.0,-0.1
0.04,-0.02,0.0,-0.09
0.05,-0.05,0.0,-0.1
0.06,-0.02,0.0,-0.035
0.06,-0.04,0.0,-0.018333333333333337
0.06,-0.02,0.0,-0.005714285714285712
0.06,-0.03,0.0,0.05
0.05,-0.02,0.0,0.09142857142857143
0.0,-0.05,0.0,-0.01
0.0,-0.1,0.0,0.17
-0.01,-0.12,0.0,0.16
-0.01,-0.12,0.05,0.14
0.0,-0.12,0.0,0.12
0.0,-0.13,0.01153846153846154,0.13
-0.01,-0.13,0.0,0.13
-0.03,-0.13,0.0,0.14
-0.03,-0.12,0.0,0.16
-0.03,-0.11,0.0,0.18
-0.03,-0.09,0.0,0.19
-0.01,-0.08,0.0,0.17
-0.01,-0.04,0.0,0.13
-0.01,-0.07,0.0,0.04
-0.01,-0.03,0.0,-0.14
-0.01,-0.03,0.0,0.04857142857142858
-0.01,0.0,0.0,-0.013333333333333336
-0.01,-0.02,0.0,-0.015
-0.01,0.01,0.0,-0.06666666666666667
0.0,0.0,0.0,-0.14
0.0,0.02,0.0,-0.01
0.0,0.01,0.0,0.02666666666666667
0.0,0.02,0.0,0.09
